Conference,Year,Title,Author,Affiliation,Authors,no_of_citations,cited_paper_ids,PaperId,no_of_paper_cited
NeurIPS,2019,Strategizing against No-regret Learners,Yuan Deng,Duke University,,0,,,0
NeurIPS,2019,McDiarmid-Type Inequalities for Graph-Dependent Variables and Stability Bounds,Rui (Ray) Zhang,"School of Mathematics, Monash University",,0,,,0
NeurIPS,2019,Nonzero-sum Adversarial Hypothesis Testing Games,Sarath Yasodharan,Indian Institute of Science,,0,,,0
NeurIPS,2019,An adaptive nearest neighbor rule for classification,Akshay Balsubramani,Stanford,,0,,,0
NeurIPS,2019,Distribution-Independent PAC Learning of Halfspaces with Massart Noise,Ilias Diakonikolas,UW Madison,,0,,,0
NeurIPS,2019,Fast-rate PAC-Bayes Generalization Bounds via Shifted Rademacher Processes,Jun Yang,University of Toronto,,0,,,0
NeurIPS,2019,Generalization Bounds for Neural Networks via Approximate Description Length,Amit Daniely,Hebrew University and Google Research,,0,,,0
NeurIPS,2019,Graph-based Discriminators: Sample Complexity and Expressiveness,Roi Livni,Tel Aviv University,,0,,,0
NeurIPS,2019,Limitations of Lazy Training of Two-layers Neural Network,Behrooz Ghorbani,Stanford University,,0,,,0
NeurIPS,2019,On Making Stochastic Classifiers Deterministic,Andy Cotter,Google,,0,,,0
NeurIPS,2019,Semi-Parametric Efficient Policy Learning with Continuous Actions,Victor Chernozhukov,MIT,,0,,,0
NeurIPS,2019,Small ReLU networks are powerful memorizers: a tight analysis of memorization capacity,Chulhee Yun,MIT,,0,,,0
NeurIPS,2019,The Broad Optimality of Profile Maximum Likelihood,Yi Hao,"University of California, San Diego",,0,,,0
NeurIPS,2019,Time/Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals,Surbhi Goel,The University of Texas at Austin,,0,,,0
NeurIPS,2019,A Solvable High-Dimensional Model of GAN,Chuang Wang,Harvard University,,0,,,0
NeurIPS,2019,Data-Dependence of Plateau Phenomenon in Learning with Neural Network --- Statistical Mechanical Analysis,Yuki Yoshida,The University of Tokyo,,0,,,0
NeurIPS,2019,Dynamics of stochastic gradient descent for two-layer neural networks in the teacher-student setup,Sebastian Goldt,"Institut de Physique Théorique, CNRS, Paris",,0,,,0
NeurIPS,2019,First Exit Time Analysis of Stochastic Gradient Descent Under Heavy-Tailed Gradient Noise,Thanh Huy Nguyen,Telecom ParisTech,,0,,,0
NeurIPS,2019,The Normalization Method for Alleviating Pathological Sharpness in Wide Neural Networks,Ryo Karakida,National Institute of Advanced Industrial Science and Technology,,0,,,0
NeurIPS,2019,Untangling in Invariant Speech Recognition,Cory Stephenson,Intel,,0,,,0
NeurIPS,2019,Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes,Greg Yang,Microsoft Research,,0,,,0
NeurIPS,2019,BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian Active Learning,Andreas Kirsch,University of Oxford,,0,,,0
NeurIPS,2019,Bayesian Batch Active Learning as Sparse Subset Approximation,Robert Pinsler,University of Cambridge,,0,,,0
NeurIPS,2019,Cost Effective Active Search,Shali Jiang,Washington University in St. Louis,,0,,,0
NeurIPS,2019,Exact sampling of determinantal point processes with sublinear time preprocessing,Michal Derezinski,UC Berkeley,,0,,,0
NeurIPS,2019,Flattening a Hierarchical Clustering through Active Learning,Fabio Vitale,University of Lille - INRIA Lille (France),,0,,,0
NeurIPS,2019,Integrating Bayesian and Discriminative Sparse Kernel Machines for  Multi-class Active Learning,Weishi Shi,Rochester Institute of Technology,,0,,,0
NeurIPS,2019,Learning Nearest Neighbor Graphs from Noisy Distance Samples,Blake Mason,University of Wisconsin - Madison,,0,,,0
NeurIPS,2019,Machine Teaching of Active Sequential Learners,Tomi Peltola,Aalto University,,0,,,0
NeurIPS,2019,The Label Complexity of Active Learning from Observational Data,Songbai Yan,"University of California, San Diego",,0,,,0
NeurIPS,2019,Adversarial Music: Real world Audio Adversary against Wake-word Detection System,Juncheng Li,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Adversarial Robustness through Local Linearization,Chongli Qin,DeepMind,,0,,,0
NeurIPS,2019,Are Labels Required for Improving Adversarial Robustness?,Jean-Baptiste Alayrac,Deepmind,,0,,,0
NeurIPS,2019,Certifying Geometric Robustness of Neural Networks,Mislav Balunovic,ETH Zurich,,0,,,0
NeurIPS,2019,Cross-Domain Transferability of Adversarial Perturbations,Muhammad Muzammal Naseer,Australian National University (ANU),,0,,,0
NeurIPS,2019,Functional Adversarial Attacks,Cassidy Laidlaw,"University of Maryland, College Park",,0,,,0
NeurIPS,2019,Improving Black-box Adversarial Attacks with a Transfer-based Prior,Shuyu Cheng,Tsinghua University,,0,,,0
NeurIPS,2019,Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness,Fanny Yang,"Stanford University, ETH Zurich",,0,,,0
NeurIPS,2019,Learning to Confuse: Generating Training Time Adversarial Data with Auto-Encoder,Ji Feng,Sinovation Ventures,,0,,,0
NeurIPS,2019,On Robustness to Adversarial Examples and Polynomial Optimization,Pranjal Awasthi,Rutgers University/Google,,0,,,0
NeurIPS,2019,Outlier-robust estimation of a sparse linear model using $\ell_1$-penalized Huber's $M$-estimator,Arnak Dalalyan,ENSAE ParisTech,,0,,,0
NeurIPS,2019,Policy Poisoning in Batch Reinforcement Learning and Control,Yuzhe Ma,University of Wisconsin-Madison,,0,,,0
NeurIPS,2019,Provable Certificates for Adversarial Examples: Fitting a Ball in the Union of Polytopes,Matt Jordan,UT Austin,,0,,,0
NeurIPS,2019,Provably robust boosted decision stumps and trees against adversarial attacks,Maksym Andriushchenko,University of Tübingen / EPFL,,0,,,0
NeurIPS,2019,Provably Robust Deep Learning via Adversarially Trained Smoothed Classifiers,Hadi Salman,Microsoft Research AI,,0,,,0
NeurIPS,2019,Robust Attribution Regularization,Jiefeng Chen,University of Wisconsin-Madison,,0,,,0
NeurIPS,2019,Robustness Verification of Tree-based Models,Hongge Chen,MIT,,0,,,0
NeurIPS,2019,Efficient Forward Architecture Search,Hanzhang Hu,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Efficient Neural Architecture Transformation Search in Channel-Level for Object Detection,Jeff Peng,CASIA,,0,,,0
NeurIPS,2019,Hyperparameter Learning via Distributional Transfer,Ho Chung Law,University of Oxford,,0,,,0
NeurIPS,2019,Learning search spaces for Bayesian optimization: Another view of hyperparameter transfer learning,Valerio Perrone,Amazon,,0,,,0
NeurIPS,2019,Meta Architecture Search,Albert Shaw,Tesla,,0,,,0
NeurIPS,2019,Multi-objective Bayesian optimisation with preferences over objectives,Majid Abdolshah,Deakin University,,0,,,0
NeurIPS,2019,Practical Two-Step Lookahead Bayesian Optimization,Jian Wu,Cornell University,,0,,,0
NeurIPS,2019,"Procrastinating with Confidence: Near-Optimal, Anytime, Adaptive Algorithm Configuration",Robert Kleinberg,Cornell University,,0,,,0
NeurIPS,2019,Splitting Steepest Descent for Growing Neural Architectures,Lemeng Wu,UT Austin,,0,,,0
NeurIPS,2019,Towards modular and programmable architecture search,Renato Negrinho,Carnegie Mellon University,,0,,,0
NeurIPS,2019,A New Perspective on Pool-Based Active Classification and False-Discovery Control,Lalit Jain,University of Washington,,0,,,0
NeurIPS,2019,Bootstrapping Upper Confidence Bound,Botao Hao,Purdue University,,0,,,0
NeurIPS,2019,Categorized Bandits,Matthieu Jedor,ENS Paris-Saclay & Cdiscount,,0,,,0
NeurIPS,2019,Censored Semi-Bandits: A Framework for Resource Allocation with Censored Feedback,Arun Verma,Indian Institute of Technology Bombay,,0,,,0
NeurIPS,2019,Contextual Bandits with Cross-Learning,Santiago Balseiro,Columbia University,,0,,,0
NeurIPS,2019,"Distribution oblivious, risk-aware algorithms for multi-armed   bandits with unbounded rewards",Anmol Kagrecha,Indian Institute of Technology Bombay,,0,,,0
NeurIPS,2019,Dynamic Incentive-Aware Learning: Robust Pricing in Contextual Auctions,Negin Golrezaei,University of Southern California,,0,,,0
NeurIPS,2019,Stochastic Bandits with Context Distributions,Johannes Kirschner,ETH Zurich,,0,,,0
NeurIPS,2019,Thompson Sampling and Approximate Inference,My Phan,University of Massachusetts Amherst,,0,,,0
NeurIPS,2019,Thompson Sampling for Multinomial Logit Contextual Bandits,Min-hwan Oh,Columbia University,,0,,,0
NeurIPS,2019,Thompson Sampling with Information Relaxation Penalties,Seungki Min,Columbia Business School,,0,,,0
NeurIPS,2019,Data Cleansing for Models Trained with SGD,Satoshi Hara,Osaka University,,0,,,0
NeurIPS,2019,L_DMI: A Novel Information-theoretic Loss Function for Training Deep Nets Robust to Label Noise,Yilun Xu,Peking University,,0,,,0
NeurIPS,2019,Copula Multi-label Learning,Weiwei Liu,Wuhan University,,0,,,0
NeurIPS,2019,Optimizing Generalized Rate Metrics with Three Players,Harikrishna Narasimhan,Google Research,,0,,,0
NeurIPS,2019,Better Transfer Learning with Inferred Successor Maps,Tamas Madarasz,University of Oxford,,0,,,0
NeurIPS,2019,"Compacting, Picking and Growing for Unforgetting Continual Learning",Ching-Yi Hung,Academia Sinica,,0,,,0
NeurIPS,2019,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift,Stephan Rabanser,Amazon AWS AI Labs,,0,,,0
NeurIPS,2019,Generalization in multitask deep neural classifiers: a statistical physics approach,Anthony Ndirango,Intel AI Lab,,0,,,0
NeurIPS,2019,Hierarchical Optimal Transport for Multimodal Distribution Alignment,John Lee,Georgia Institute of Technology,,0,,,0
NeurIPS,2019,Learning Robust Global Representations by Penalizing Local Predictive Power,Haohan Wang,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Modular Universal Reparameterization: Deep Multi-task Learning Across Diverse Domains,Elliot Meyerson,Cognizant,,0,,,0
NeurIPS,2019,Online Continual Learning with Maximal Interfered Retrieval,Rahaf Aljundi,"KU Leuven, Belgium",,0,,,0
NeurIPS,2019,Pareto Multi-Task Learning,Xi Lin,City University of Hong Kong,,0,,,0
NeurIPS,2019,Transfer Learning via Minimizing the Performance Gap Between Domains,Boyu Wang,University of Western Ontario,,0,,,0
NeurIPS,2019,Large Scale Adversarial Representation Learning,Jeff Donahue,DeepMind,,0,,,0
NeurIPS,2019,Layer-Dependent Importance Sampling for Training Deep and Large Graph Convolutional Networks,Difan Zou,"University of California, Los Angeles",,0,,,0
NeurIPS,2019,Learning elementary structures for 3D shape generation and matching,Theo Deprelle,École des ponts ParisTech,,0,,,0
NeurIPS,2019,Learning from brains how to regularize machines,Zhe Li,Baylor College of Medicine,,0,,,0
NeurIPS,2019,Rethinking Kernel Methods for Node Representation Learning on Graphs,Yu Tian,Rutgers,,0,,,0
NeurIPS,2019,Slice-based Learning: A Programming Model for Residual Learning in Critical Data Slices,Vincent Chen,Stanford University,,0,,,0
NeurIPS,2019,Deep Supervised Summarization: Algorithm and Application to Learning Instructions,Chengguang Xu,Northeastern University,,0,,,0
NeurIPS,2019,Unsupervised Emergence of Egocentric Spatial Structure from Sensorimotor Prediction,Alban Laflaquière,SoftBank Robotics Europe,,0,,,0
NeurIPS,2019,Unsupervised State Representation Learning in Atari,Ankesh Anand,"Mila, University of Montreal",,0,,,0
NeurIPS,2019,What the Vec? Towards Probabilistically Grounded Embeddings,Carl Allen,University of Edinburgh,,0,,,0
NeurIPS,2019,Assessing Disparate Impact of Personalized Interventions: Identifiability and Bounds,Nathan Kallus,Cornell University,,0,,,0
NeurIPS,2019,Assessing Social and Intersectional Biases in Contextualized Word Representations,Yi Chern Tan,Yale University,,0,,,0
NeurIPS,2019,Balancing Efficiency and Fairness in On-Demand Ridesourcing,Nixie Lesmana,Nanyang Technological University,,0,,,0
NeurIPS,2019,Characterizing Bias in Classifiers using Generative Models,Daniel McDuff,Microsoft Research,,0,,,0
NeurIPS,2019,Demystifying Black-box Models with Symbolic Metamodels,Ahmed Alaa,UCLA,,0,,,0
NeurIPS,2019,Envy-Free Classification,Maria-Florina Balcan,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Fair Algorithms for Clustering,Suman Bera,University of California Santa Cruz,,0,,,0
NeurIPS,2019,Modeling Conceptual Understanding in Image Reference Games,Rodolfo Corona Rodriguez,UC Berkeley,,0,,,0
NeurIPS,2019,Multi-Criteria Dimensionality Reduction with Applications to Fairness,Tao (Uthaipon) Tantipongpipat,Georgia Tech,,0,,,0
NeurIPS,2019,Noise-tolerant fair classification,Alex Lamy,Columbia University,,0,,,0
NeurIPS,2019,On the Accuracy of Influence Functions for Measuring Group Effects,Pang Wei Koh,Stanford University,,0,,,0
NeurIPS,2019,Paradoxes in Fair Machine Learning,Paul Gölz,Carnegie Mellon University,,0,,,0
NeurIPS,2019,PC-Fairness: A Unified Framework for Measuring Causality-based Fairness,Yongkai Wu,University of Arkansas,,0,,,0
NeurIPS,2019,This Looks Like That: Deep Learning for Interpretable Image Recognition,Chaofan Chen,Duke University,,0,,,0
NeurIPS,2019,Towards Automatic Concept-based Explanations,Amirata Ghorbani,Stanford University,,0,,,0
NeurIPS,2019,Adversarial Training and Robustness for Multiple Perturbations,Florian Tramer,Stanford University,,0,,,0
NeurIPS,2019,Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks,Yaqin Zhou,Nanyang Technological University,,0,,,0
NeurIPS,2019,Differentially Private Distributed Data Summarization under Covariate Shift,Kanthi Sarpatwar,IBM T. J. Watson Research Center,,0,,,0
NeurIPS,2019,Private Hypothesis Selection,Mark Bun,Boston University,,0,,,0
NeurIPS,2019,Facility Location Problem in Differential Privacy Model Revisited,Yunus Esencayi,State University of New York at Buffalo,,0,,,0
NeurIPS,2019,KNG: The K-Norm Gradient Mechanism,Matthew Reimherr,Pennsylvania State University,,0,,,0
NeurIPS,2019,Locally Private Learning without Interaction Requires Separation,Amit Daniely,Hebrew University and Google Research,,0,,,0
NeurIPS,2019,Lower Bounds on Adversarial Robustness from Optimal Transport,Arjun Nitin Bhagoji,Princeton University,,0,,,0
NeurIPS,2019,On Differentially Private Graph Sparsification and Applications,Raman Arora,Johns Hopkins University,,0,,,0
NeurIPS,2019,Privacy-Preserving Q-Learning with Functional Noise in Continuous Spaces,Baoxiang Wang,The Chinese University of Hong Kong,,0,,,0
NeurIPS,2019,REM: From Structural Entropy to Community Structure Deception,Yiwei Liu,Beijing institute of technology,,0,,,0
NeurIPS,2019,Rethinking Deep Neural Network Ownership Verification: Embedding Passports to Defeat Ambiguity Attacks,Lixin Fan,WeBank AI Lab,,0,,,0
NeurIPS,2019,SHE: A Fast and Accurate Deep Neural Network for Encrypted Data,Qian Lou,Indiana University Bloomington,,0,,,0
NeurIPS,2019,Theoretical evidence for adversarial robustness through randomization,Rafael Pinot,Dauphine University - CEA LIST Institute,,0,,,0
NeurIPS,2019,Cross-sectional Learning of Extremal Dependence among Financial Assets,Xing Yan,City University of Hong Kong,,0,,,0
NeurIPS,2019,Diffeomorphic Temporal Alignment Nets,Ron A Shapira Weber,Ben-Gurion University,,0,,,0
NeurIPS,2019,DTWNet: a Dynamic Time Warping Network,Xingyu Cai,University of Connecticut,,0,,,0
NeurIPS,2019,Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting,Shiyang Li,UCSB,,0,,,0
NeurIPS,2019,Fully Neural Network based Model for General Temporal Point Processes,Takahiro Omi,The University of Tokyo & RIKEN AIP,,0,,,0
NeurIPS,2019,GRU-ODE-Bayes: Continuous Modeling of Sporadically-Observed Time Series,Edward De Brouwer,KU Leuven,,0,,,0
NeurIPS,2019,High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes,David Salinas,Naverlabs Europe,,0,,,0
NeurIPS,2019,Learning Latent Process from High-Dimensional Event Sequences via Efficient Sampling,Qitian Wu,Shanghai Jiao Tong University,,0,,,0
NeurIPS,2019,Learning Representations for Time Series Clustering,Qianli Ma,South China University of Technology,,0,,,0
NeurIPS,2019,Multi-Resolution Weak Supervision for Sequential Data,Paroma Varma,Stanford University,,0,,,0
NeurIPS,2019,Neural Jump Stochastic Differential Equations,Junteng Jia,Cornell,,0,,,0
NeurIPS,2019,Shape and Time Distortion Loss for Training Deep Time Series Forecasting Models,Vincent LE GUEN,"CNAM, Paris, France",,0,,,0
NeurIPS,2019,"Think Globally, Act Locally: A Deep Neural Network Approach to High-Dimensional Time Series Forecasting",Rajat Sen,Amazon,,0,,,0
NeurIPS,2019,Unsupervised Scalable Representation Learning for Multivariate Time Series,Jean-Yves Franceschi,Sorbonne Université,,0,,,0
NeurIPS,2019,Convergence of Adversarial Training in Overparametrized Neural Networks,Ruiqi Gao,Peking University,,0,,,0
NeurIPS,2019,Discriminator optimal transport,Akinori Tanaka,RIKEN/Keio Univ.,,0,,,0
NeurIPS,2019,Learning from Label Proportions with Generative Adversarial Networks,Jiabin Liu,University of Chinese Academy of Sciences,,0,,,0
NeurIPS,2019,Learning GANs and Ensembles Using Discrepancy,Ben Adlam,Google,,0,,,0
NeurIPS,2019,MarginGAN: Adversarial Training in Semi-Supervised Learning,Jinhao Dong,Xidian University,,0,,,0
NeurIPS,2019,Modeling Tabular data using Conditional GAN,Lei Xu,MIT,,0,,,0
NeurIPS,2019,Beyond the Single Neuron Convex Barrier for Neural Network Certification,Gagandeep Singh,ETH Zurich,,0,,,0
NeurIPS,2019,Quality Aware Generative Adversarial Networks,Kancharla Parimala,"Indian Institute of Technology, Hyderabad",,0,,,0
NeurIPS,2019,Random deep neural networks are biased towards simple functions,Giacomo De Palma,MIT,,0,,,0
NeurIPS,2019,Reducing Noise in GAN Training with Variance Reduced Extragradient,Tatjana Chavdarova,DeepMind & Mila & Idiap & EPFL,,0,,,0
NeurIPS,2019,Self-supervised GAN: Analysis and Improvement with Multi-class Minimax Game,Ngoc-Trung Tran,Singapore University of Technology and Design,,0,,,0
NeurIPS,2019,The Point Where Reality Meets Fantasy: Mixed Adversarial Generators for Image Splice Detection,Vladimir V. Kniaz,IEEE,,0,,,0
NeurIPS,2019,Training Language GANs from Scratch,Cyprien de Masson d'Autume,Google DeepMind,,0,,,0
NeurIPS,2019,Zero-shot Knowledge Transfer via Adversarial Belief Matching,Paul Micaelli,The University of Edinburgh,,0,,,0
NeurIPS,2019,A General Theory of Equivariant CNNs on Homogeneous Spaces,Taco Cohen,Qualcomm AI Research,,0,,,0
NeurIPS,2019,Abstraction based Output Range Analysis for Neural Networks,Pavithra Prabhakar,Kansas State University,,0,,,0
NeurIPS,2019,ANODEV2: A Coupled Neural ODE Framework,Tianjun Zhang,"University of California, Berkeley",,0,,,0
NeurIPS,2019,Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction,Hao Zheng,East China Normal University,,0,,,0
NeurIPS,2019,CNN^{2}: Viewpoint Generalization via a Binocular Vision,Wei-Da Chen,National Tsing Hua University,,0,,,0
NeurIPS,2019,CondConv: Conditionally Parameterized Convolutions for Efficient Inference,Brandon Yang,Google Brain,,0,,,0
NeurIPS,2019,Convolution with even-sized kernels and symmetric padding,Shuang Wu,Tsinghua University,,0,,,0
NeurIPS,2019,Deep Active Learning with a Neural Architecture Search,Yonatan Geifman,Technion,,0,,,0
NeurIPS,2019,Deep Scale-spaces: Equivariance Over Scale,Daniel Worrall,University of Amsterdam,,0,,,0
NeurIPS,2019,DFNets: Spectral CNNs for Graphs with Feedback-Looped Filters,W. O. K. Asiri Suranga Wijesinghe,The Australian National University,,0,,,0
NeurIPS,2019,Einconv: Exploring Unexplored Tensor Network Decompositions for Convolutional Neural Networks,Kohei Hayashi,Preferred Networks,,0,,,0
NeurIPS,2019,Finding the Needle in the Haystack with Convolutions: on the benefits of architectural bias,Stéphane d'Ascoli,ENS / FAIR,,0,,,0
NeurIPS,2019,Fixing the train-test resolution discrepancy,Hugo Touvron,Facebook AI Research,,0,,,0
NeurIPS,2019,Gaussian-Based Pooling for Convolutional Neural Networks,Takumi Kobayashi,National Institute of Advanced Industrial Science and Technology,,0,,,0
NeurIPS,2019,General E(2)-Equivariant Steerable CNNs,Maurice Weiler,University of Amsterdam,,0,,,0
NeurIPS,2019,Learning Stable Deep Dynamics Models,J. Zico Kolter,Carnegie Mellon University / Bosch Center for AI,,0,,,0
NeurIPS,2019,Neural Similarity Learning,Weiyang Liu,Georgia Institute of Technology,,0,,,0
NeurIPS,2019,Cross-channel Communication Networks,Jianwei Yang,Georgia Tech,,0,,,0
NeurIPS,2019,Positional Normalization,Boyi Li,Cornell University,,0,,,0
NeurIPS,2019,Powerset Convolutional Neural Networks,Chris Wendler,ETH Zurich,,0,,,0
NeurIPS,2019,Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks,Qiyang Li,University of Toronto,,0,,,0
NeurIPS,2019,Self-Routing Capsule Networks,Taeyoung Hahn,SNUVL,,0,,,0
NeurIPS,2019,Temporal FiLM: Capturing Long-Range Sequence Dependencies with Feature-Wise Modulations.,Sawyer Birnbaum,Stanford University,,0,,,0
NeurIPS,2019,A Fourier Perspective on Model Robustness in Computer Vision,Dong Yin,UC Berkeley,,0,,,0
NeurIPS,2019,A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation,Mitsuru Kusumoto,"Preferred Networks, Inc.",,0,,,0
NeurIPS,2019,A Mean Field Theory of Quantized Deep Networks: The Quantization-Depth Trade-Off,Yaniv Blumenfeld,Technion,,0,,,0
NeurIPS,2019,AutoAssist: A Framework to Accelerate Training of Deep Neural Networks,Jiong Zhang,University of Texas at Austin,,0,,,0
NeurIPS,2019,Backprop with Approximate Activations for Memory-efficient Network Training,Ayan Chakrabarti,Washington University in St. Louis,,0,,,0
NeurIPS,2019,Bridging Machine Learning and Logical Reasoning by Abductive Learning,Wang-Zhou Dai,Imperial College London,,0,,,0
NeurIPS,2019,E2-Train: Training State-of-the-art CNNs with Over 80% Less Energy,Ziyu Jiang,Texas A&M University,,0,,,0
NeurIPS,2019,Hybrid 8-bit Floating Point (HFP8) Training and Inference for Deep Neural Networks,Xiao Sun,IBM Thomas J. Watson Research Center,,0,,,0
NeurIPS,2019,Initialization of ReLUs for Dynamical Isometry,Rebekka Burkholz,Harvard University,,0,,,0
NeurIPS,2019,Invert to Learn to Invert,Patrick Putzky,University of Amsterdam,,0,,,0
NeurIPS,2019,Learning Data Manipulation for Augmentation and Weighting,Zhiting Hu,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Robust Bi-Tempered Logistic Loss Based on Bregman Divergences,Ehsan Amid,"University of California, Santa Cruz",,0,,,0
NeurIPS,2019,When does label smoothing help?,Rafael Müller,Google Brain,,0,,,0
NeurIPS,2019,Explaining Landscape Connectivity of Low-cost Solutions for Multilayer Nets,Rohith Kuditipudi,Duke University,,0,,,0
NeurIPS,2019,Leader Stochastic Gradient Descent for Distributed Training of Deep Learning Models,Yunfei Teng,New York University,,0,,,0
NeurIPS,2019,Learning Neural Networks with Adaptive Regularization,Han Zhao,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Memory Efficient Adaptive Optimization,Rohan Anil,Google,,0,,,0
NeurIPS,2019,On the Convergence Rate of Training Recurrent Neural Networks,Zeyuan Allen-Zhu,Microsoft Research,,0,,,0
NeurIPS,2019,SGD on Neural Networks Learns Functions of Increasing Complexity,Dimitris Kalimeris,Harvard,,0,,,0
NeurIPS,2019,Towards Understanding the Importance of Shortcut Connections in Residual Networks,Tianyi Liu,Georgia Institute of Technolodgy,,0,,,0
NeurIPS,2019,Trivializations for Gradient-Based Optimization on Manifolds,Mario Lezcano Casado,Univeristy of Oxford,,0,,,0
NeurIPS,2019,Using Statistics to Automate Stochastic Optimization,Hunter Lang,Microsoft Research,,0,,,0
NeurIPS,2019,Which Algorithmic Choices Matter at Which Batch Sizes?  Insights From a Noisy Quadratic Model,Guodong Zhang,University of Toronto,,0,,,0
NeurIPS,2019,Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent,Jaehoon Lee,Google Brain,,0,,,0
NeurIPS,2019,A Bayesian Theory of Conformity in Collective Decision Making,Koosha Khalvati,University of Washington,,0,,,0
NeurIPS,2019,Modeling Expectation Violation in Intuitive Physics with Coarse Probabilistic Object Representations,Kevin Smith,MIT,,0,,,0
NeurIPS,2019,Compositional generalization through meta sequence-to-sequence learning,Brenden Lake,New York University,,0,,,0
NeurIPS,2019,Universality and individuality in neural dynamics across large populations of recurrent networks,Niru Maheswaranathan,Google Brain,,0,,,0
NeurIPS,2019,A neurally plausible model for online recognition and postdiction in a dynamical environment,Li Kevin Wenliang,"Gatsby Unit, UCL",,0,,,0
NeurIPS,2019,A Normative Theory for Causal Inference and Bayes Factor Computation in Neural Circuits,Wenhao Zhang,Carnegie Mellon & U. of Pittsburgh,,0,,,0
NeurIPS,2019,A unified theory for the origin of grid cells through the lens of pattern formation,Ben Sorscher,Stanford University,,0,,,0
NeurIPS,2019,Approximate Bayesian Inference for a Mechanistic Model of Vesicle Release at a Ribbon Synapse,Cornelius Schröder,University of Tübingen,,0,,,0
NeurIPS,2019,Bipartite expander Hopfield networks as self-decoding high-capacity error correcting codes,Rishidev Chaudhuri,"University of California, Davis",,0,,,0
NeurIPS,2019,Comparison Against Task Driven Artificial Neural Networks Reveals Functional Organization of Mouse Visual Cortex,Jianghong Shi,University of Washington,,0,,,0
NeurIPS,2019,Flexible information routing in neural populations through stochastic comodulation,Caroline Haimerl,New York University,,0,,,0
NeurIPS,2019,Nonlinear scaling of resource allocation in sensory bottlenecks,Laura R Edmondson,University of Sheffield,,0,,,0
NeurIPS,2019,A Similarity-preserving Network Trained on Transformed Images Recapitulates Salient Features of the Fly Motion Detection Circuit,Yanis Bahroun,Flatiron institute,,0,,,0
NeurIPS,2019,BehaveNet: nonlinear embedding and Bayesian neural decoding of behavioral videos,Eleanor Batty,Columbia University,,0,,,0
NeurIPS,2019,Brain-Like Object Recognition with High-Performing Shallow Recurrent ANNs,Jonas Kubilius,"MIT, KU Leuven, Three Thirds",,0,,,0
NeurIPS,2019,Infra-slow brain dynamics as a marker for cognitive function and decline,Shagun Ajmera,Indian Institute of Science,,0,,,0
NeurIPS,2019,Abstract Reasoning with Distracting Features,Kecheng Zheng,University of Science and Technology of China,,0,,,0
NeurIPS,2019,Learning Perceptual Inference by Contrasting,Chi Zhang,"University of California, Los Angeles",,0,,,0
NeurIPS,2019,A Linearly Convergent Method for Non-Smooth Non-Convex Optimization on the Grassmannian with Applications to Robust Subspace and Dictionary Learning,Zhihui Zhu,Johns Hopkins University,,0,,,0
NeurIPS,2019,Competitive Gradient Descent,Florian Schaefer,Caltech,,0,,,0
NeurIPS,2019,DINGO: Distributed Newton-Type Method for Gradient-Norm Optimization,Rixon Crane,The University of Queensland,,0,,,0
NeurIPS,2019,Efficient Smooth Non-Convex Stochastic Compositional Optimization via Stochastic Recursive Gradient Descent,Wenqing Hu,Missouri S&T,,0,,,0
NeurIPS,2019,Efficiently avoiding saddle points with zero order methods: No gradients required,Manolis Vlatakis-Gkaragkounis,Columbia University,,0,,,0
NeurIPS,2019,Escaping from saddle points on Riemannian manifolds,Yue Sun,University of Washington,,0,,,0
NeurIPS,2019,Exponentially convergent stochastic k-PCA without variance reduction,Cheng Tang,Amazon,,0,,,0
NeurIPS,2019,First-order methods almost always avoid saddle points: The case of vanishing step-sizes,Ioannis Panageas,SUTD,,0,,,0
NeurIPS,2019,Learning Sparse Distributions using Iterative Hard Thresholding,Jacky Zhang,UIUC,,0,,,0
NeurIPS,2019,Local SGD with  Periodic Averaging: Tighter Analysis  and Adaptive Synchronization,Farzin Haddadpour,Pennsylvania State university,,0,,,0
NeurIPS,2019,Max-value Entropy Search for Multi-Objective Bayesian Optimization,Syrine Belakaria,Washington State University,,0,,,0
NeurIPS,2019,Solving a Class of Non-Convex Min-Max Games Using Iterative First Order Methods,Maher Nouiehed,American University of Beirut,,0,,,0
