Conference,Year,Title,Author,Affiliation
ICML,2019,Understanding Impacts of High-Order Loss Approximations and Features in Deep Learning Interpretation,"['Sahil Singla', 'Eric Wallace', 'Shi Feng', 'Soheil Feizi']","['University of Maryland', 'Allen Institute for Artificial Intelligence', 'University of Maryland', 'University of Maryland']"
ICML,2019,On the Connection Between Adversarial Robustness and Saliency Map Interpretability,"['Christian Etmann', 'Sebastian Lunz', 'Peter Maass', 'Carola-Bibiane Schönlieb']","['University of Bremen', 'University of Cambridge', 'University of Bremen', 'University of Cambridge']"
ICML,2019,Why do Larger Models Generalize Better? A Theoretical Perspective via the XOR Problem,"['Alon Brutzkus', 'Amir Globerson']","['Tel Aviv University', 'Tel Aviv University, Google']"
ICML,2019,On the Spectral Bias of Neural Networks,"['Nasim Rahaman', 'Aristide Baratin', 'Devansh Arpit', 'Felix Draxler', 'Min Lin', 'Fred Hamprecht', 'Yoshua Bengio', 'Aaron Courville']","['University of Heidelberg', 'MILA', 'Montréal Institute for Learning Algorithms, Canada', 'Heidelberg University', 'University of Montreal', 'Heidelberg Collaboratory for Image Processing', 'Mila / U. Montreal', 'University of Montreal']"
ICML,2019,Recursive Sketches for Modular Deep Learning,"['Badih Ghazi', 'Rina Panigrahy', 'Joshua R. Wang']","['Google', 'Google', 'Google']"
ICML,2019,Zero-Shot Knowledge Distillation in Deep Networks,"['Gaurav Kumar Nayak', 'Konda Reddy Mopuri', 'Vaisakh Shaj', 'Venkatesh Babu Radhakrishnan', 'Anirban Chakraborty']","['Indian Institute of Science', 'University of Edinburgh', 'University Of Lincoln', 'Indian Institute of Science', 'Indian Institute of Science']"
ICML,2019,A Convergence Theory for Deep Learning via Over-Parameterization,"['Zeyuan Allen-Zhu', 'Yuanzhi Li', 'Zhao Song']","['Microsoft Research AI', 'Stanford', 'Baidu Research']"
ICML,2019,A Tail-Index Analysis of Stochastic Gradient Noise in Deep Neural Networks,"['Umut Simsekli', 'Levent Sagun', 'Mert Gurbuzbalaban']","['Telecom ParisTech', 'CEA', 'Rutgers University']"
ICML,2019,Approximation and non-parametric estimation of ResNet-type convolutional neural networks,"['Kenta Oono', 'Taiji Suzuki']","['University of Tokyo / Preferred Networks', 'The University of Tokyo / RIKEN']"
ICML,2019,Global Convergence of Block Coordinate Descent in Deep Learning,"['Jinshan ZENG', 'Tim Tsz-Kit Lau', 'Shaobo Lin', 'Yuan Yao']","['Hongkong University of Science and Technology', 'Northwestern University', 'Wenzhou University', 'HongKong University of Science and Technology']"
ICML,2019,Measurements of Three-Level Hierarchical Structure in the Outliers in the Spectrum of Deepnet Hessians,['Vardan Papyan'],['Stanford University']
ICML,2019,On the Limitations of Representing Functions on Sets,"['Ed Wagstaff', 'Fabian Fuchs', 'Martin Engelcke', 'Ingmar Posner', 'Michael A Osborne']","['University of Oxford', 'Oxford Robotics Insitute', 'University of Oxford', 'University of Oxford', 'U Oxford']"
ICML,2019,Probabilistic Neural Symbolic Models for Interpretable Visual Question Answering,"['Rama Vedantam', 'Karan Desai', 'Stefan Lee', 'Marcus Rohrbach', 'Dhruv Batra', 'Devi Parikh']","['Facebook AI Research', 'Georgia Tech', 'Georgia Institute of Technology', 'Facebook AI Research', 'Georgia Institute of Technology / Facebook AI Research', 'Georgia Tech & Facebook AI Research']"
ICML,2019,Nonparametric Bayesian Deep Networks with Local Competition,"['Konstantinos Panousis', 'Sotirios Chatzis', 'Sergios Theodoridis']","['National and Kapodistrian University of Athens', 'Cyprus University of Technology', 'National and Kapodistrian University of Athens']"
ICML,2019,Good Initializations of Variational Bayes for Deep Models,"['Simone Rossi', 'Pietro Michiardi', 'Maurizio Filippone']","['EURECOM', 'EURECOM', 'Eurecom']"
ICML,2019,Dropout as a Structured Shrinkage Prior,"['Eric Nalisnick', 'Jose Miguel Hernandez-Lobato', 'Padhraic Smyth']","['University of Cambridge & DeepMind', 'University of Cambridge', 'UC Irvine']"
ICML,2019,ARSM: Augment-REINFORCE-Swap-Merge Estimator for Gradient Backpropagation Through Categorical Variables,"['Mingzhang Yin', 'Yuguang Yue', 'Mingyuan Zhou']","['University of Texas at Austin', 'University of Texas at Austin', 'University of Texas at Austin']"
ICML,2019,On Variational Bounds of Mutual Information,"['Ben Poole', 'Sherjil Ozair', 'Aäron van den Oord', 'Alex Alemi', 'George Tucker']","['Google Brain', 'University of Montreal', 'Google Deepmind', 'Google', 'Google Brain']"
ICML,2019,Partially Exchangeable Networks and Architectures for Learning Summary Statistics in Approximate Bayesian Computation,"['Samuel Wiqvist', 'Pierre-Alexandre Mattei', 'Umberto Picchini', 'Jes Frellsen']","['Lund University', 'IT University Copenhagen', 'Department of Mathematical Sciences, Chalmers University of Technology and the University of Gothenburg', 'IT University of Copenhagen']"
ICML,2019,Hierarchical Importance Weighted Autoencoders,"['Chin-Wei Huang', 'Kris Sankaran', 'Eeshan Dhekane', 'Alexandre Lacoste', 'Aaron Courville']","['MILA', 'Mila', 'MILA, Université de Montréal', 'Element AI', 'University of Montreal']"
ICML,2019,Faster Attend-Infer-Repeat with Tractable Probabilistic Models,"['Karl Stelzner', 'Robert Peharz', 'Kristian Kersting']","['TU Darmstadt', 'University of Cambridge', 'TU Darmstadt']"
ICML,2019,Understanding Priors in Bayesian Neural Networks at the Unit Level,"['Mariia Vladimirova', 'Jakob Verbeek', 'Pablo Mesejo', 'Julyan Arbel']","['Inria', 'INRIA', 'Universidad de Granada', 'Inria Grenoble Rhone-Alpes']"
ICML,2019,Defending Against Saddle Point Attack in Byzantine-Robust Distributed Learning,"['Dong Yin', 'Yudong Chen', 'Kannan Ramchandran', 'Peter Bartlett']","['UC Berkeley', 'Cornell University', 'UC Berkeley', 'UC Berkeley']"
ICML,2019,Stochastic Iterative Hard Thresholding for Graph-structured Sparsity Optimization,"['Baojian Zhou', 'Feng Chen', 'Yiming Ying']","['University at Albany, SUNY', 'University at albany SUNY', 'SUNY Albany']"
ICML,2019,Neuron birth-death dynamics accelerates gradient descent and converges asymptotically,"['Grant Rotskoff', 'Samy Jelassi', 'Joan Bruna', 'Eric Vanden-Eijnden']","['New York University', 'Princeton University', 'New York University', 'New York University']"
ICML,2019,Width Provably Matters in Optimization for Deep Linear Neural Networks,"['Simon Du', 'Wei Hu']","['Carnegie Mellon University', 'Princeton University']"
ICML,2019,Overparameterized Nonlinear Learning: Gradient Descent Takes the Shortest Path?,"['Samet Oymak', 'Mahdi Soltanolkotabi']","['University of California, Riverside', 'University of Southern California']"
ICML,2019,Power k-Means Clustering,"['Jason Xu', 'Kenneth Lange']","['Duke University', 'UCLA']"
ICML,2019,Distributed Learning over Unreliable Networks,"['Chen Yu', 'Hanlin Tang', 'Cedric Renggli', 'Simon Kassing', 'Ankit Singla', 'Dan Alistarh', 'Ce Zhang', 'Ji Liu']","['University of Rochester', 'University of Rochester', 'ETH Zurich', 'ETH Zurich', 'ETH Zurich', 'IST Austria & ETH Zurich', 'ETH Zurich', 'Kwai Seattle AI lab, University of Rochester']"
ICML,2019,Escaping Saddle Points with Adaptive Gradient Methods,"['Matt Staib', 'Sashank Jakkam Reddi', 'Satyen Kale', 'Sanjiv Kumar', 'Suvrit Sra']","['MIT', 'Google', 'Google', 'Google Research, NY', 'MIT']"
ICML,2019,$\texttt{DoubleSqueeze}$: Parallel Stochastic Gradient Descent with Double-pass Error-Compensated Compression,"['Hanlin Tang', 'Chen Yu', 'Xiangru Lian', 'Tong Zhang', 'Ji Liu']","['University of Rochester', 'University of Rochester', 'University of Rochester', 'The Australian National University', 'Kwai Seattle AI lab, University of Rochester']"
ICML,2019,Model Function Based Conditional Gradient Method with Armijo-like Line Search,"['Peter Ochs', 'Yura Malitsky']","['Saarland University', 'University of Göttingen']"
ICML,2019,Analogies Explained: Towards Understanding Word Embeddings,"['Carl Allen', 'Timothy Hospedales']","['The University of Edinburgh', 'Samsung AI Centre / University of Edinburgh']"
ICML,2019,Parameter-Efficient Transfer Learning for NLP,"['Neil Houlsby', 'Andrei Giurgiu', 'Stanislaw Jastrzebski', 'Bruna Morrone', 'Quentin de Laroussilhe', 'Andrea Gesmundo', 'Mona Attariyan', 'Sylvain Gelly']","['Google', 'Google', 'New York University', 'Google', 'Google Brain', 'Google', 'Google', 'Google Brain']"
ICML,2019,Efficient On-Device Models using Neural Projections,['Sujith Ravi'],['Google Research']
ICML,2019,Deep Residual Output Layers for Neural Language Generation,"['Nikolaos Pappas', 'James Henderson']","['Idiap Research Institute', 'IDIAP']"
ICML,2019,Improving Neural Language Modeling via Adversarial Training,"['Dilin Wang', 'Chengyue Gong', 'Qiang Liu']","['UT Austin', 'university of texas at austin', 'UT Austin']"
ICML,2019,Mixture Models for Diverse Machine Translation: Tricks of the Trade,"['Tianxiao Shen', 'Myle Ott', 'Michael Auli', ""Marc'Aurelio Ranzato""]","['MIT', 'Facebook AI Research', 'Facebook', 'Facebook']"
ICML,2019,MASS: Masked Sequence to Sequence Pre-training for Language Generation,"['Kaitao Song', 'Xu Tan', 'Tao Qin', 'Jianfeng Lu', 'Tie-Yan Liu']","['Nanjing University of Science and Technology', 'Microsoft Research', 'Microsoft Research Asia', 'Nanjing University of Science and Technology', 'Microsoft']"
ICML,2019,Humor in Word Embeddings: Cockamamie Gobbledegook for Nincompoops,"['Limor Gultchin', 'Genevieve Patterson', 'Nancy Baym', 'Nathaniel Swinger', 'Adam Kalai']","['University of Oxford', 'TRASH', 'Micr', 'Lexington High School', 'Microsoft Research']"
ICML,2019,MeanSum: A Neural Model for Unsupervised Multi-Document Abstractive Summarization,"['Eric Chu', 'Peter J. Liu']","['Massachusetts Institute of Technology', 'Google Brain']"
ICML,2019,CHiVE: Varying Prosody in Speech Synthesis with a Linguistically Driven Dynamic Hierarchical Conditional Variational Network,"['Tom Kenter', 'Vincent Wan', 'Chun-an Chan', 'Rob Clark', 'Jakub Vit']","['Google UK', 'Google', 'Google', 'Google UK', 'University of West Bohemia']"
ICML,2019,COMIC: Multi-view Clustering Without Parameter Selection,"['Xi Peng', 'Zhenyu Huang', 'Jiancheng Lv', 'Hongyuan Zhu', 'Joey Tianyi Zhou']","['Sichuan University', 'Sichuan University', 'Sichuan University', 'Institute for Infocomm, Research Agency for Science, Technology and Research (A*STAR) Singapore', 'A*STAR']"
ICML,2019,The Wasserstein Transform,"['Facundo Memoli', 'Zane Smith', 'Zhengchao Wan']","['Ohio State University', 'University of Minnesota', 'The Ohio State University']"
ICML,2019,Sequential Facility Location: Approximate Submodularity and Greedy Algorithm,['Ehsan Elhamifar'],['Northeastern University']
ICML,2019,Neural Collaborative Subspace Clustering,"['Tong Zhang', 'Pan Ji', 'Mehrtash Harandi', 'Wenbing Huang', 'HONGDONG LI']","['The Australian National University', 'NEC Laboratories America', 'Monash University', 'Tencent AI Lab', 'Australian National University, Australia']"
ICML,2019,Unsupervised Deep Learning by Neighbourhood Discovery,"['Jiabo Huang', 'Qi Dong', 'Shaogang Gong', 'Xiatian Zhu']","['Queen Mary University of London', 'Queen Mary University of London', 'Queen Mary University of London', 'Vision Semantics Limited']"
ICML,2019,Autoregressive Energy Machines,"['Conor Durkan', 'Charlie Nash']","['University of Edinburgh', 'The University of Edinburgh']"
ICML,2019,Greedy Orthogonal Pivoting Algorithm for Non-Negative Matrix Factorization,"['Kai Zhang', 'Sheng Zhang', 'Jun Liu', 'Jun Wang', 'Jie Zhang']","['East China Normal University', 'Temple University', 'Infinia ML Inc.', 'UCL', 'Fudan University']"
ICML,2019,Noise2Self: Blind Denoising by Self-Supervision,"['Joshua Batson', 'Loic Royer']","['Chan Zuckerberg Biohub', 'Chan Zuckerberg Biohub']"
ICML,2019,Learning Dependency Structures for Weak Supervision Models,"['Paroma Varma', 'Fred Sala', 'Ann He', 'Alexander J Ratner', 'Christopher Re']","['Stanford University', 'Stanford', 'Stanford University', 'Stanford University', 'Stanford']"
ICML,2019,Geometry and Symmetry in Short-and-Sparse Deconvolution,"['Henry Kuo', 'Yenson Lau', 'Yuqian Zhang', 'John Wright']","['Columbia University', 'Columbia University', 'Columbia University', 'Columbia University, USA']"
ICML,2019,On Sparse Linear Regression in the Local Differential Privacy Model,"['Di Wang', 'Jinhui Xu']","['State University of New York at Buffalo', 'SUNY Buffalo']"
ICML,2019,Differentially Private Empirical Risk Minimization with Non-convex Loss Functions,"['Di Wang', 'Changyou Chen', 'Jinhui Xu']","['State University of New York at Buffalo', 'SUNY Buffalo', 'SUNY Buffalo']"
ICML,2019,Bounding User Contributions: A Bias-Variance Trade-off in Differential Privacy,"['Kareem Amin', 'Alex Kulesza', 'andres munoz', 'Sergei Vassilvitskii']","['Google Research', 'Google', 'Google', 'Google']"
ICML,2019,Differentially Private Learning of Geometric Concepts,"['Haim Kaplan', 'Yishay Mansour', 'Yossi Matias', 'Uri Stemmer']","['Tel Aviv University and Google', 'Google and Tel Aviv University', 'Google', 'Ben-Gurion University']"
ICML,2019,Toward Controlling Discrimination in Online Ad Auctions,"['L. Elisa Celis', 'Anay Mehrotra', 'Nisheeth Vishnoi']","['Yale University', 'Indian Institute of Technology Kanpur', 'Yale University']"
ICML,2019,Learning Optimal Fair Policies,"['Razieh Nabi', 'Daniel Malinsky', 'Ilya Shpitser']","['Johns Hopkins University', 'Johns Hopkins University', 'Johns Hopkins University']"
ICML,2019,Fairness-Aware Learning for Continuous Attributes and Treatments,"['Jeremie Mary', 'Clément Calauzènes', 'Noureddine El Karoui']","['CRITEO', 'Criteo AI Lab', 'Criteo AI Lab and UC, Berkeley']"
ICML,2019,Fairness risk measures,"['Bob C Williamson', 'Aditya Menon']","['ANU', 'Google Research']"
ICML,2019,Proportionally Fair Clustering,"['Xingyu Chen', 'Brandon Fain', 'Liang Lyu', 'Kamesh Munagala']","['Duke University', 'Duke University', 'Duke University', 'Duke University']"
ICML,2019,Stable and Fair Classification,"['Lingxiao Huang', 'Nisheeth Vishnoi']","['EPFL', 'Yale University']"
ICML,2019,Flexibly Fair Representation Learning by Disentanglement,"['Elliot Creager', 'David Madras', 'Jörn Jacobsen', 'Marissa Weis', 'Kevin Swersky', 'Toniann Pitassi', 'Richard Zemel']","['University of Toronto', 'University of Toronto', 'Vector Institute and University of Toronto', 'University of Tübingen', 'Google Brain', 'University of Toronto', 'Vector Institute']"
ICML,2019,Fair Regression: Quantitative Definitions and Reduction-Based Algorithms,"['Alekh Agarwal', 'Miro Dudik', 'Steven Wu']","['Microsoft Research', 'Microsoft Research', 'University of Minnesota']"
ICML,2019,Fairness without Harm: Decoupled Classifiers with Preference Guarantees,"['Berk Ustun', 'Yang Liu', 'David Parkes']","['Harvard University', 'UCSC', 'Harvard University']"
ICML,2019,Differentially Private Fair Learning,"['Matthew Jagielski', 'Michael Kearns', 'Jieming Mao', 'Alina Oprea', 'Aaron Roth', 'Saeed Sharifi-Malvajerdi', 'Jonathan Ullman']","['Northeastern University', 'University of Pennsylvania', 'University of Pennsylvania', 'Northeastern University', 'University of Pennsylvania', 'University of Pennsylvania', 'Northeastern University']"
ICML,2019,Obtaining Fairness using Optimal Transport Theory,"['Paula Gordaliza', 'Eustasio del Barrio', 'Gamboa Fabrice', 'Loubes Jean-Michel']","['Institut de Mathématiques de Toulouse and IMUVA', 'IMUVA', 'Université Toulouse Paul Sabatier Institut de Mathématiques de Toulouse', 'Université Toulouse Paul Sabatier Institut de Mathématiques de Toulouse']"
ICML,2019,Repairing without Retraining: Avoiding Disparate Impact with Counterfactual Distributions,"['Hao Wang', 'Berk Ustun', 'Flavio Calmon']","['Harvard University', 'Harvard University', 'Harvard University']"
ICML,2019,On the Long-term Impact of Algorithmic Decision Policies: Effort Unfairness and Feature Segregation through Social Learning,"['Hoda Heidari', 'Vedant Nanda', 'Krishna Gummadi']","['ETHZ', 'MPI-SWS', 'MPI-SWS']"
ICML,2019,Making Decisions that Reduce Discriminatory Impacts,"['Matt J. Kusner', 'Chris Russell', 'Joshua Loftus', 'Ricardo Silva']","['The Alan Turing Institute', 'The Alan Turing Institute/University of Surrey', 'New York University', 'University College London']"
ICML,2019,"Submodular Maximization beyond Non-negativity: Guarantees, Fast Algorithms, and Applications","['Chris Harshaw', 'Moran Feldman', 'Justin Ward', 'Amin Karbasi']","['Yale University', 'The Open University of Israel', 'Queen Mary University of London', 'Yale']"
ICML,2019,Online Algorithms for Rent-Or-Buy with Expert Advice,"['Sreenivas Gollapudi', 'Debmalya Panigrahi']","['Google Research', 'Duke University']"
ICML,2019,Non-monotone Submodular Maximization with Nearly Optimal Adaptivity and Query Complexity,"['Matthew Fahrbach', 'Vahab Mirrokni', 'Morteza Zadimoghaddam']","['Georgia Institute of Technology', 'Google Research', 'Google']"
ICML,2019,Categorical Feature Compression via Submodular Optimization,"['Hossein Bateni', 'Lin Chen', 'Hossein Esfandiari', 'Thomas Fu', 'Vahab Mirrokni', 'Afshin Rostamizadeh']","['Google Research', 'Yale University', 'Google Research', 'Google', 'Google Research', 'Google']"
ICML,2019,Multi-Frequency Phase Synchronization,"['Tingran Gao', 'Jane Zhao']","['University of Chicago', 'University of Illinois at Urbana Champaign']"
ICML,2019,Faster Algorithms for Binary Matrix Factorization,"['Ravi Kumar', 'Rina Panigrahy', 'Ali Rahimi', 'David Woodruff']","['Google', 'Google', 'Google', 'Carnegie Mellon University']"
ICML,2019,Guided evolutionary strategies: augmenting random search with surrogate gradients,"['Niru Maheswaranathan', 'Luke Metz', 'George Tucker', 'Dami Choi', 'Jascha Sohl-Dickstein']","['Google Brain', 'Google Brain', 'Google Brain', 'Google Brain', 'Google Brain']"
ICML,2019,Adaptive and Safe Bayesian Optimization in High Dimensions via One-Dimensional Subspaces,"['Johannes Kirschner', 'Mojmir Mutny', 'Nicole Hiller', 'Rasmus Ischebeck', 'Andreas Krause']","['ETH Zurich', 'ETH Zurich', 'PSI', 'PSI', 'ETH Zurich']"
ICML,2019,Semi-Cyclic Stochastic Gradient Descent,"['Hubert Eichner', 'Tomer Koren', 'Brendan McMahan', 'Nati Srebro', 'Kunal Talwar']","['Google', 'Google Brain', 'Google', 'Toyota Technological Institute at Chicago', 'Google']"
ICML,2019,Matrix-Free Preconditioning in Online Learning,"['Ashok Cutkosky', 'Tamas Sarlos']","['Google', 'Google']"
ICML,2019,Online Convex Optimization in Adversarial Markov Decision Processes,"['Aviv Rosenberg', 'Yishay Mansour']","['Tel Aviv University', 'Google and Tel Aviv University']"
ICML,2019,Competing Against Nash Equilibria in Adversarially Changing Zero-Sum Games,"['Adrian Rivera Cardoso', 'Jake Abernethy', 'He Wang', 'Huan Xu']","['Georgia Institute of Technology', 'Georgia Institute of Technology', 'Georgia Institute of Technology', 'Georgia Tech']"
ICML,2019,Online Learning with Sleeping Experts and Feedback Graphs,"['Corinna Cortes', 'Giulia DeSalvo', 'Claudio Gentile', 'Mehryar Mohri', 'Scott Yang']","['Google Research', 'Google Research', 'INRIA and Google', 'Courant Institute and Google Research', 'D. E. Shaw & Co.']"
ICML,2019,Incremental Randomized Sketching for Online Kernel Learning,"['Xiao Zhang', 'Shizhong Liao']","['Tianjin University', 'Tianjin University']"
ICML,2019,Adaptive Scale-Invariant Online Algorithms for Learning Linear Models,"['Michal Kempka', 'Wojciech Kotlowski', 'Manfred K. Warmuth']","['Poznan University of Technology', 'Poznan University of Technology', 'UC Santa Cruz & Google Inc.']"
ICML,2019,Online Control with Adversarial Disturbances,"['Naman Agarwal', 'Brian Bullins', 'Elad Hazan', 'Sham Kakade', 'Karan Singh']","['Google AI Princeton', 'Princeton University', 'Princeton University', 'University of Washington', 'Princeton University']"
ICML,2019,Adversarial Online Learning with noise,"['Alon Resler', 'Yishay Mansour']","['Tel Aviv University', 'Google and Tel Aviv University']"
ICML,2019,Online Variance Reduction with Mixtures,"['Zalán Borsos', 'Sebastian Curi', 'Yehuda Levy', 'Andreas Krause']","['ETH Zurich', 'ETH', 'ETH Zurich', 'ETH Zurich']"
ICML,2019,Bandit Multiclass Linear Classification: Efficient Algorithms for the Separable Case,"['Alina Beygelzimer', 'David Pal', 'Balazs Szorenyi', 'Devanathan Thiruvenkatachari', 'Chen-Yu Wei', 'Chicheng Zhang']","['Yahoo Research', 'Expedia', 'Yahoo Research', 'New York University', 'University of Southern California', 'Microsoft Research']"
ICML,2019,Learning Linear-Quadratic Regulators Efficiently with only $\sqrt{T}$ Regret,"['Alon Cohen', 'Tomer Koren', 'Yishay Mansour']","['Technion and Google', 'Google Brain', 'Google and Tel Aviv University']"
ICML,2019,Learning from Delayed Outcomes via Proxies with Applications to Recommender Systems,"['King Tim Mann', 'Sven Gowal', 'András György', 'Huiyi Hu', 'Ray Jiang', 'Balaji Lakshminarayanan', 'Prav Srinivasan']","['DeepMind', 'DeepMind', 'DeepMind', 'DeepMind', 'Google Deepmind', 'Google DeepMind', 'DeepMind']"
ICML,2019,Adaptive Regret of Convex and Smooth Functions,"['Lijun Zhang', 'Tie-Yan Liu', 'Zhi-Hua Zhou']","['Nanjing University', 'Microsoft', 'Nanjing University']"
ICML,2019,Online Adaptive Principal Component Analysis and Its extensions,"['Jianjun Yuan', 'Andrew Lamperski']","['University of Minnesota', 'University of Minnesota']"
ICML,2019,POLITEX: Regret Bounds for Policy Iteration using Expert Prediction,"['Yasin Abbasi-Yadkori', 'Peter Bartlett', 'Kush Bhatia', 'Nevena Lazic', 'Csaba Szepesvari', 'Gellért Weisz']","['Adobe Research', 'UC Berkeley', 'UC Berkeley', 'Google', 'DeepMind/University of Alberta', 'DeepMind']"
ICML,2019,"Anytime Online-to-Batch, Optimism and Acceleration",['Ashok Cutkosky'],['Google']
ICML,2019,Cautious Regret Minimization: Online Optimization with Long-Term Budget Constraints,"['Nikolaos Liakopoulos', 'Apostolos Destounis', 'Georgios Paschos', 'Thrasyvoulos Spyropoulos', 'Panayotis Mertikopoulos']","['Huawei Paris Research Center', 'Mathematical and Algorithmic Sciences Lab,  France Research Center, Huawei Technologies Co. Ltd.', 'Huawei', 'EURECOM', 'CNRS']"
ICML,2019,Optimal Kronecker-Sum Approximation of Real Time Recurrent Learning,"['Frederik Benzing', 'Marcelo Matheus Gauy', 'Asier Mujika', 'Anders Martinsson', 'Angelika Steger']","['ETH Zurich', 'ETH Zurich', 'ETH Zurich', 'ETH Zurich', 'ETH Zurich']"
ICML,2019,Adaptive Sensor Placement for Continuous Spaces,"['James A. Grant', 'Alexis Boukouvalas', 'Ryan-Rhys Griffiths', 'David Leslie', 'Sattar Vakili', 'Enrique Munoz De Cote']","['Lancaster University', 'PROWLER.io', 'University of Cambridge', 'Lancaster University', 'Prowler.io', 'PROWLER.io']"
ICML,2019,Scale-free adaptive planning for deterministic dynamics & discounted rewards,"['Peter Bartlett', 'Victor Gabillon', 'Jen A Healey', 'Michal Valko']","['UC Berkeley', 'Huawei', 'Adobe', 'DeepMind']"
ICML,2019,Communication-Constrained Inference and the Role of Shared Randomness,"['Jayadev Acharya', 'Clément Canonne', 'Himanshu Tyagi']","['Cornell University', 'Stanford University', 'IISC']"
ICML,2019,Learning and Data Selection in Big Datasets,"['Hossein Shokri Ghadikolaei', 'Hadi Ghauch', 'Inst. of Technology Carlo Fischione', 'Mikael Skoglund']","['KTH Royal Institute of Technology', 'Royal Institute of Technology, KTH', 'Royal Inst. of Technology, KTH', 'KTH Royal Institute of Technology']"
ICML,2019,Sublinear quantum algorithms for training linear and kernel-based classifiers,"['Tongyang Li', 'Shouvanik Chakrabarti', 'Xiaodi Wu']","['University of Maryland', 'University of Maryland College Park', 'University of Maryland']"
ICML,2019,Agnostic Federated Learning,"['Mehryar Mohri', 'Gary Sivek', 'Ananda Suresh']","['Courant Institute and Google Research', 'Google', 'Google']"
ICML,2019,Discovering Conditionally Salient Features with Statistical Guarantees,"['Jaime Roquero Gimenez', 'James Zou']","['Stanford University', 'Stanford University']"
ICML,2019,A Theoretical Analysis of Contrastive Unsupervised Representation Learning,"['Nikunj Saunshi', 'Orestis Plevrakis', 'Sanjeev Arora', 'Misha Khodak', 'Hrishi Khandeparkar']","['Princeton University', 'Princeton University', 'Princeton University and Institute for Advanced Study', 'CMU', 'Princeton University']"
ICML,2019,The information-theoretic value of unlabeled data in semi-supervised learning,"['Alexander Golovnev', 'David Pal', 'Balazs Szorenyi']","['Harvard', 'Expedia', 'Yahoo Research']"
ICML,2019,Unsupervised Label Noise Modeling and Loss Correction,"['Eric Arazo', 'Diego Ortego', 'Paul Albert', ""Noel O'Connor"", 'Kevin McGuinness']","['Insight Centre for Data Analytics (DCU)', 'Insight Centre for Data Analytics (DCU)', 'Insight Centre for Data Analytics (DCU)', 'Dublin City University (DCU)', 'Insight Centre for Data Analytics']"
ICML,2019,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,"['Yifan Wu', 'Ezra Winston', 'Divyansh Kaushik', 'Zachary Lipton']","['Carnegie Mellon University', 'CMU MLD', 'Carnegie Mellon University', 'Carnegie Mellon University']"
ICML,2019,Pareto Optimal Streaming Unsupervised Classification,"['Soumya Basu', 'Steven Gutstein', 'Brent Lance', 'Sanjay Shakkottai']","['University of Texas at Austin', 'ARL', 'Army Research Laboratory', 'University of Texas at Austin']"
ICML,2019,Geometric Losses for Distributional Learning,"['Arthur Mensch', 'Mathieu Blondel', 'Gabriel Peyré']","['ENS', 'NTT', 'CNRS and ENS']"
ICML,2019,"Classification from Positive, Unlabeled and Biased Negative Data","['Yu-Guan Hsieh', 'Gang Niu', 'Masashi Sugiyama']","['École normale supérieure', 'RIKEN', 'RIKEN / The University of Tokyo']"
ICML,2019,Complementary-Label Learning for Arbitrary Losses and Models,"['Takashi Ishida', 'Gang Niu', 'Aditya Menon', 'Masashi Sugiyama']","['The University of Tokyo / RIKEN', 'RIKEN', 'Google Research', 'RIKEN / The University of Tokyo']"
ICML,2019,Learning to Infer Program Sketches,"['Maxwell Nye', 'Luke Hewitt', 'Josh Tenenbaum', 'Armando Solar-Lezama']","['MIT', 'Massachusetts Institute of Technology', 'MIT', 'MIT']"
ICML,2019,Hierarchically Structured Meta-learning,"['Huaxiu Yao', 'Ying WEI', 'Junzhou Huang', 'Zhenhui (Jessie) Li']","['Pennsylvania State University', 'Tencent AI Lab', 'University of Texas at Arlington / Tencent AI Lab', 'Penn State University']"
ICML,2019,Bridging Theory and Algorithm for Domain Adaptation,"['Yuchen Zhang', 'Tianle Liu', 'Mingsheng Long', 'Michael Jordan']","['Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'UC Berkeley']"
ICML,2019,Transfer Learning for Related Reinforcement Learning Tasks via Image-to-Image Translation,"['Shani Gamrian', 'Yoav Goldberg']","['Bar Ilan University', nan]"
ICML,2019,Learning What and Where to Transfer,"['Yunhun Jang', 'Hankook Lee', 'Sung Ju Hwang', 'Jinwoo Shin']","['OMNIOUS', 'KAIST', 'KAIST, AITRICS', 'KAIST, AITRICS']"
ICML,2019,DBSCAN++: Towards fast and scalable density clustering,"['Jennifer Jang', 'Heinrich Jiang']","['Uber', 'Google Research']"
ICML,2019,Concrete Autoencoders: Differentiable Feature Selection and Reconstruction,"['Muhammed Fatih Balın', 'Abubakar Abid', 'James Zou']","['Bogazici', 'Stanford', 'Stanford University']"
ICML,2019,Gromov-Wasserstein Learning for Graph Matching and Node Embedding,"['Hongteng Xu', 'Dixin Luo', 'Hongyuan Zha', 'Lawrence Carin']","['InfiniaML, Inc.', 'Duke University', 'Georgia Institute of Technology', 'Duke']"
ICML,2019,Spectral Clustering of Signed Graphs via Matrix Power Means,"['Pedro Mercado', 'Francesco Tudisco', 'Matthias Hein']","['Saarland University / University of Tübingen', 'University of Strathclyde', 'University of Tübingen']"
ICML,2019,Coresets for Ordered Weighted Clustering,"['Vladimir Braverman', 'Shaofeng Jiang', 'Robert Krauthgamer', 'Xuan Wu']","['Johns Hopkins University', 'Weizmann Institute of Science', 'Weizmann Institute of Science', 'Johns Hopkins University']"
